job,marital,balance,age_group,is_having_debt,Cluster
white-collar,married,8008896,gen_x,1,2
white-collar,married,10588032,millennials,0,0
white-collar,married,83533464,gen_x,1,2
white-collar,single,12030312,millennials,1,0
white-collar,single,38110128,millennials,1,0
blue-collar,married,288456,millennials,0,2
white-collar,married,27352416,gen_x,1,2
white-collar,married,-3648120,gen_x,1,2
blue-collar,married,3223920,gen_x,1,2
blue-collar,single,424200,millennials,1,1
white-collar,married,68788272,millennials,1,0
blue-collar,married,34326264,millennials,1,2
blue-collar,married,780528,millennials,0,2
white-collar,single,152745936,millennials,2,0
white-collar,single,3580248,gen-z,0,1
white-collar,single,33613608,millennials,0,0
blue-collar,single,19394424,millennials,2,1
blue-collar,single,19122936,millennials,1,1
entrepreneur,married,56876736,millennials,0,0
blue-collar,married,1289568,gen_x,1,2
white-collar,married,0,gen-z,0,0
blue-collar,married,-5056464,gen-z,1,2
entrepreneur,married,53160744,gen_x,2,2
white-collar,single,1544088,gen-z,2,1
white-collar,married,-559944,millennials,2,0
blue-collar,single,15237264,gen_x,1,1
white-collar,married,-24009720,gen_x,0,2
blue-collar,married,35004984,gen-z,2,2
white-collar,single,3478440,gen_x,1,1
blue-collar,single,0,millennials,1,1
blue-collar,married,3088176,gen_x,1,2
white-collar,married,0,gen_x,1,2
blue-collar,married,0,gen_x,1,2
white-collar,single,-559944,gen-z,1,1
blue-collar,married,8840328,millennials,1,2
white-collar,married,-7262304,millennials,2,0
blue-collar,married,0,gen-z,0,2
blue-collar,married,35157696,gen_x,0,2
blue-collar,single,-4971624,gen-z,1,1
white-collar,married,3003336,gen_x,1,2
white-collar,married,0,millennials,1,0
blue-collar,single,22923768,millennials,0,1
others,single,7448952,gen_x,1,1
white-collar,married,7550760,gen_x,1,2
blue-collar,single,-169680,gen_x,1,1
others,single,8025864,gen_x,0,1
white-collar,married,29626128,millennials,1,0
blue-collar,single,78001896,gen_x,1,1
blue-collar,married,1221696,gen-z,1,2
others,married,492072,gen_x,0,2
others,single,-15101520,gen_x,1,1
white-collar,married,0,millennials,1,0
white-collar,single,4954656,millennials,1,0
white-collar,married,38110128,gen_x,1,2
blue-collar,married,93612456,gen_x,1,2
blue-collar,single,20972448,gen_x,1,1
blue-collar,single,814464,gen-z,0,1
white-collar,single,0,gen_x,1,1
others,married,11928504,gen_x,1,2
blue-collar,single,1815576,millennials,2,1
blue-collar,married,6668424,gen_x,2,2
blue-collar,married,4920720,millennials,1,2
white-collar,married,0,gen_x,1,2
white-collar,married,13387752,millennials,2,0
white-collar,married,28404432,gen_x,2,2
white-collar,single,0,millennials,0,0
blue-collar,married,33393024,gen_x,1,2
white-collar,single,7703472,millennials,1,0
blue-collar,married,16391088,gen_x,1,2
blue-collar,single,-390264,millennials,0,1
white-collar,single,10944360,gen_x,0,1
white-collar,single,0,millennials,0,0
white-collar,single,3715992,millennials,1,0
others,married,6549648,gen_x,1,2
blue-collar,married,9552984,millennials,1,2
blue-collar,single,2375520,gen_x,0,1
white-collar,single,-4428648,millennials,1,0
white-collar,single,8823360,gen_x,1,1
blue-collar,married,36616944,millennials,0,2
white-collar,married,1544088,millennials,0,0
entrepreneur,married,3851736,millennials,1,0
blue-collar,single,-1425312,millennials,0,1
entrepreneur,single,6227256,gen_x,1,1
white-collar,single,13421688,gen_x,1,1
blue-collar,married,19122936,gen_x,2,2
blue-collar,married,0,millennials,1,2
white-collar,single,3444504,millennials,1,0
entrepreneur,single,-492072,gen_x,1,1
white-collar,married,261935016,millennials,1,0
white-collar,married,8653680,gen_x,1,2
blue-collar,married,9841440,millennials,0,2
white-collar,single,17188584,millennials,1,0
white-collar,single,0,millennials,0,0
blue-collar,single,60592728,millennials,1,1
blue-collar,single,0,millennials,1,1
white-collar,married,14762160,millennials,0,0
white-collar,married,4411680,millennials,1,0
white-collar,single,50904,millennials,2,0
blue-collar,married,2816688,millennials,1,2
white-collar,single,322392,gen-z,0,1
blue-collar,married,916272,millennials,1,2
blue-collar,single,1391376,millennials,1,1
white-collar,married,9841440,millennials,1,0
white-collar,married,-67872,millennials,0,0
blue-collar,married,30304848,millennials,0,2
white-collar,married,0,millennials,2,0
others,single,36158808,gen_x,0,1
blue-collar,married,-6583584,gen_x,2,2
blue-collar,married,1323504,gen_x,0,2
blue-collar,married,33936,millennials,2,2
others,single,4666200,gen_x,2,1
white-collar,married,169578192,gen_x,0,2
white-collar,married,0,millennials,2,0
blue-collar,single,1442280,gen-z,1,1
white-collar,single,20124048,gen-z,0,1
white-collar,single,-2884560,gen-z,1,1
white-collar,married,-2205840,gen_x,1,2
white-collar,married,5769120,gen_x,1,2
others,married,2002224,gen-z,1,2
others,married,0,gen_x,1,2
blue-collar,married,2680944,gen_x,1,2
white-collar,single,2884560,gen-z,1,1
white-collar,married,33936,gen_x,0,2
others,married,1510152,gen_x,0,2
white-collar,married,9943248,gen_x,0,2
others,married,1035048,gen_x,1,2
others,married,18104856,gen_x,0,2
white-collar,married,39297888,gen_x,1,2
others,single,186648,gen_x,1,1
blue-collar,single,1476216,gen-z,0,1
white-collar,single,29083152,gen-z,1,1
blue-collar,single,-8551872,millennials,0,1
blue-collar,single,7703472,gen_x,1,1
blue-collar,married,135744,gen-z,2,2
white-collar,married,40349904,millennials,2,0
entrepreneur,married,19682880,gen-z,1,2
blue-collar,single,21091224,gen-z,1,1
blue-collar,single,27114864,gen-z,1,1
white-collar,married,0,gen_x,1,2
white-collar,married,13336848,millennials,2,0
blue-collar,married,11606112,gen_x,2,2
white-collar,single,1374408,gen-z,1,1
blue-collar,married,0,millennials,1,2
white-collar,married,19733784,millennials,1,0
blue-collar,married,0,millennials,0,2
white-collar,married,23534616,gen_x,1,2
blue-collar,single,4479552,millennials,0,1
blue-collar,married,916272,gen_x,1,2
blue-collar,single,-916272,millennials,1,1
blue-collar,married,84840,gen-z,1,2
blue-collar,married,6227256,gen_x,1,2
blue-collar,married,10333512,millennials,1,2
white-collar,married,57453648,gen_x,1,2
white-collar,married,15695400,gen_x,1,2
white-collar,single,0,gen_x,0,1
white-collar,single,11164944,gen_x,0,1
white-collar,married,29218896,millennials,1,0
white-collar,married,86994936,millennials,1,0
blue-collar,single,5752152,gen-z,1,1
white-collar,married,-5344920,gen_x,1,2
white-collar,married,20327664,gen-z,1,0
blue-collar,married,0,millennials,1,2
white-collar,single,19869528,millennials,1,0
white-collar,married,0,gen_x,1,2
white-collar,married,13489560,gen-z,2,0
blue-collar,married,-5412792,gen_x,1,2
others,married,3257856,gen_x,0,2
blue-collar,single,42131544,gen-z,0,1
blue-collar,single,3376632,millennials,1,1
white-collar,married,3410568,gen_x,0,2
others,single,0,millennials,1,1
white-collar,married,22703184,gen-z,2,0
blue-collar,married,1357440,millennials,1,2
blue-collar,married,15135456,gen_x,1,2
entrepreneur,single,16255344,gen_x,0,1
blue-collar,married,15067584,gen_x,1,2
white-collar,single,-1713768,gen_x,1,1
blue-collar,single,-8772456,gen_x,1,1
blue-collar,married,50904,gen-z,1,2
blue-collar,married,0,gen_x,1,2
white-collar,single,2307648,gen_x,1,1
blue-collar,married,746592,gen_x,1,2
white-collar,married,1544088,gen-z,0,0
white-collar,married,7703472,gen_x,1,2
white-collar,married,43573824,gen_x,1,2
white-collar,single,-2647008,gen-z,1,1
white-collar,single,14575512,millennials,2,0
blue-collar,single,137084472,gen-z,1,1
blue-collar,married,6905976,gen_x,2,2
blue-collar,married,8500968,millennials,2,2
blue-collar,married,1068984,millennials,1,2
blue-collar,married,19428360,gen_x,0,2
blue-collar,married,5175240,gen_x,2,2
white-collar,married,2137968,gen_x,1,2
others,married,-407232,gen_x,0,2
blue-collar,married,-6855072,gen_x,2,2
blue-collar,married,6142416,gen_x,0,2
others,single,1798608,gen-z,1,1
blue-collar,married,9773568,millennials,1,2
white-collar,married,4717104,gen_x,1,2
blue-collar,single,916272,millennials,1,1
white-collar,single,2697912,millennials,1,0
white-collar,married,1510152,millennials,0,0
blue-collar,married,7737408,millennials,1,2
white-collar,married,5175240,gen_x,2,2
blue-collar,married,12946584,gen_x,1,2
blue-collar,married,0,gen-z,2,2
others,married,4326840,gen_x,1,2
blue-collar,single,3580248,gen-z,1,1
white-collar,single,763560,gen-z,0,1
blue-collar,single,2290680,millennials,0,1
blue-collar,married,16968,gen_x,2,2
blue-collar,married,101808,gen_x,0,2
white-collar,single,59846136,gen-z,1,1
blue-collar,single,3987480,gen-z,0,1
blue-collar,married,1119888,millennials,0,2
others,married,780528,millennials,1,0
blue-collar,married,9434208,gen_x,1,2
white-collar,married,1510152,gen_x,1,2
white-collar,married,6736296,millennials,0,0
white-collar,married,4818912,gen_x,2,2
white-collar,single,441168,millennials,0,0
blue-collar,single,1849512,millennials,2,1
blue-collar,single,20700960,millennials,0,1
white-collar,married,23806104,millennials,1,0
blue-collar,single,4666200,millennials,1,1
blue-collar,single,8178576,gen-z,1,1
others,single,57945720,millennials,0,1
others,single,-1917384,gen-z,0,1
entrepreneur,married,22584408,gen_x,0,2
white-collar,married,38042256,gen_x,0,2
entrepreneur,married,0,gen_x,1,2
entrepreneur,married,-390264,gen-z,0,2
white-collar,married,111751248,gen-z,0,0
blue-collar,married,2409456,gen_x,0,2
white-collar,married,67872,gen_x,0,2
white-collar,married,223298880,millennials,0,0
blue-collar,married,5972736,millennials,1,2
blue-collar,married,6312096,gen_x,1,2
blue-collar,married,41741280,millennials,0,2
white-collar,married,1883448,gen-z,1,0
white-collar,single,-10486224,gen_x,2,1
white-collar,single,84840,gen-z,1,1
white-collar,married,-13862856,gen_x,1,2
white-collar,married,12827808,gen_x,1,2
blue-collar,single,9043944,gen_x,1,1
white-collar,married,0,millennials,0,0
white-collar,married,0,gen_x,1,2
white-collar,married,2528232,millennials,1,0
white-collar,married,65021376,millennials,1,0
white-collar,married,20293728,millennials,1,0
white-collar,married,288456,gen-z,1,0
blue-collar,single,7720440,gen-z,1,1
blue-collar,married,848400,millennials,2,2
white-collar,single,33732384,gen_x,1,1
white-collar,married,712656,millennials,0,0
white-collar,married,8721552,millennials,1,0
white-collar,single,6329064,millennials,1,0
blue-collar,married,-12878712,gen-z,1,2
white-collar,married,1611960,gen_x,0,2
blue-collar,single,1187760,gen-z,1,1
white-collar,married,-1238664,millennials,1,0
white-collar,married,-12352704,millennials,1,0
white-collar,married,-7737408,millennials,1,0
blue-collar,married,0,millennials,2,2
white-collar,single,661752,gen_x,0,1
white-collar,married,627816,millennials,2,0
white-collar,single,32782176,millennials,1,0
white-collar,married,-3257856,gen_x,1,2
blue-collar,single,28370496,millennials,1,1
white-collar,married,2731848,millennials,1,0
blue-collar,married,8127672,millennials,0,2
blue-collar,married,6312096,millennials,1,2
white-collar,single,22720152,millennials,1,0
white-collar,single,9332400,gen_x,1,1
white-collar,married,15966888,gen-z,1,0
white-collar,single,0,millennials,1,0
white-collar,single,17799432,millennials,1,0
white-collar,married,4004448,millennials,1,0
blue-collar,single,4462584,millennials,0,1
white-collar,single,542976,millennials,0,0
white-collar,single,7584696,gen_x,2,1
white-collar,married,1934352,millennials,0,0
blue-collar,single,0,gen_x,1,1
white-collar,married,-1408344,millennials,2,0
white-collar,single,8959104,gen-z,2,1
entrepreneur,married,0,millennials,2,0
blue-collar,married,84840,gen_x,0,2
entrepreneur,single,101808,gen-z,0,1
blue-collar,single,-2731848,millennials,0,1
blue-collar,married,-11572176,gen_x,1,2
white-collar,married,12047280,millennials,1,0
white-collar,married,984144,gen_x,1,2
white-collar,married,-4411680,gen_x,1,2
white-collar,single,152712,millennials,0,0
white-collar,married,-11368560,gen_x,1,2
blue-collar,single,984144,gen_x,1,1
blue-collar,married,2171904,gen_x,0,2
white-collar,single,19326552,gen_x,1,1
white-collar,single,7262304,gen-z,1,1
white-collar,single,526008,millennials,1,0
white-collar,married,12912648,gen_x,1,2
blue-collar,married,13167168,gen_x,1,2
white-collar,married,-2918496,gen_x,2,2
blue-collar,married,0,gen_x,0,2
white-collar,married,9519048,gen_x,1,2
white-collar,married,6905976,millennials,1,0
white-collar,married,0,millennials,1,0
white-collar,single,0,gen_x,1,1
blue-collar,married,16679544,gen_x,0,2
blue-collar,single,0,millennials,1,1
white-collar,single,5803056,gen_x,1,1
blue-collar,single,780528,millennials,1,1
white-collar,married,288456,gen-z,1,0
blue-collar,married,18206664,gen_x,0,2
entrepreneur,married,7058688,gen_x,2,2
white-collar,married,203616,millennials,1,0
white-collar,single,11385528,millennials,1,0
others,married,135744,gen_x,0,2
white-collar,married,42725424,gen_x,1,2
entrepreneur,married,0,millennials,1,0
white-collar,single,84840,gen_x,1,1
white-collar,single,25435032,gen_x,1,1
others,married,1696800,gen_x,1,2
blue-collar,married,63256704,gen_x,1,2
white-collar,married,4869816,gen-z,1,0
blue-collar,single,3105144,millennials,1,1
white-collar,married,10367448,millennials,0,0
white-collar,married,1815576,gen_x,0,2
others,married,2952432,gen_x,1,2
blue-collar,married,4123224,gen-z,1,2
blue-collar,married,6889008,millennials,1,2
white-collar,married,6804168,millennials,1,0
white-collar,married,7533792,millennials,1,0
white-collar,married,21193032,millennials,1,0
white-collar,married,6651456,gen_x,2,2
white-collar,married,10944360,gen_x,2,2
blue-collar,married,-12641160,millennials,2,2
white-collar,single,814464,millennials,0,0
entrepreneur,married,0,gen_x,1,2
white-collar,married,64715952,millennials,1,0
blue-collar,single,2833656,millennials,1,1
entrepreneur,married,-356328,millennials,1,0
blue-collar,married,0,gen_x,1,2
white-collar,married,-3834768,gen_x,1,2
white-collar,married,3003336,gen_x,1,2
white-collar,married,0,millennials,2,0
white-collar,single,0,gen_x,1,1
blue-collar,married,-2477328,gen_x,1,2
blue-collar,married,0,gen_x,0,2
white-collar,married,1289568,gen_x,0,2
white-collar,married,-12929616,gen_x,2,2
white-collar,married,0,gen_x,1,2
white-collar,single,14151312,gen_x,1,1
others,married,16815288,gen_x,0,2
white-collar,single,0,millennials,1,0
blue-collar,married,0,gen_x,2,2
white-collar,married,14439768,gen_x,1,2
blue-collar,single,0,gen-z,1,1
blue-collar,single,0,gen_x,0,1
entrepreneur,married,678720,gen_x,1,2
blue-collar,married,84840,gen_x,2,2
white-collar,married,8212512,gen_x,1,2
white-collar,married,0,gen_x,1,2
white-collar,single,2392488,millennials,0,0
white-collar,married,7007784,millennials,1,0
blue-collar,married,593880,gen-z,1,2
white-collar,married,6498744,gen_x,1,2
white-collar,single,0,millennials,1,0
blue-collar,married,0,millennials,2,2
blue-collar,married,1204728,gen_x,1,2
white-collar,married,37668960,gen_x,1,2
others,single,18647832,gen_x,0,1
white-collar,married,37702896,gen_x,1,2
blue-collar,single,-1459248,gen_x,0,1
entrepreneur,married,16730448,millennials,0,0
white-collar,single,16679544,gen-z,1,1
blue-collar,single,-3308760,gen_x,1,1
white-collar,single,3461472,gen_x,1,1
blue-collar,married,0,millennials,1,2
white-collar,married,9943248,millennials,1,0
blue-collar,married,10893456,gen_x,1,2
white-collar,married,8280384,gen_x,1,2
white-collar,single,26028912,millennials,1,0
blue-collar,single,0,gen_x,0,1
white-collar,married,28166880,millennials,1,0
entrepreneur,married,-610848,gen-z,1,2
others,married,21210000,gen_x,1,2
white-collar,married,11843664,gen_x,1,2
white-collar,single,48324864,gen_x,2,1
white-collar,single,7228368,gen_x,1,1
others,married,3020304,gen_x,1,2
entrepreneur,single,20785800,millennials,1,1
white-collar,married,28183848,millennials,1,0
blue-collar,married,-10197768,millennials,1,2
white-collar,single,24569664,millennials,1,0
blue-collar,single,1578024,gen-z,0,1
blue-collar,married,3597216,millennials,1,2
white-collar,single,424200,millennials,0,0
others,married,64682016,gen_x,1,2
white-collar,married,7907088,millennials,1,0
white-collar,married,5735184,gen_x,1,2
blue-collar,single,6956880,gen_x,1,1
blue-collar,married,9586920,gen-z,0,2
white-collar,single,31221120,gen_x,1,1
white-collar,single,-3156048,millennials,2,0
white-collar,married,0,millennials,0,0
others,married,0,gen_x,1,2
blue-collar,married,4411680,millennials,1,2
blue-collar,married,5277048,gen_x,1,2
white-collar,married,7296240,gen_x,1,2
blue-collar,married,3020304,millennials,1,2
blue-collar,married,14083440,gen_x,2,2
blue-collar,married,2663976,millennials,1,2
white-collar,married,0,gen_x,1,2
blue-collar,married,0,gen_x,0,2
white-collar,single,11809728,millennials,1,0
blue-collar,single,0,millennials,1,1
white-collar,married,65174088,millennials,0,0
blue-collar,married,17969112,millennials,1,2
entrepreneur,married,0,millennials,1,0
white-collar,married,12827808,millennials,0,0
blue-collar,married,7771344,gen_x,2,2
blue-collar,single,-6057576,millennials,2,1
white-collar,married,46984392,gen_x,1,2
white-collar,single,61729584,gen-z,0,1
white-collar,married,18223632,gen_x,1,2
white-collar,married,8195544,millennials,1,0
blue-collar,married,84840,gen_x,1,2
white-collar,single,3122112,gen-z,1,1
blue-collar,married,-10316544,millennials,1,2
entrepreneur,married,1408344,millennials,1,0
blue-collar,married,1425312,millennials,1,2
blue-collar,married,5124336,gen_x,1,2
blue-collar,married,390264,millennials,0,2
white-collar,single,5921832,millennials,1,0
white-collar,married,4615296,millennials,2,0
blue-collar,married,8568840,millennials,0,2
blue-collar,married,67872,gen-z,1,2
white-collar,single,169680,gen-z,0,1
white-collar,married,58811088,gen_x,1,2
blue-collar,single,15542688,millennials,2,1
white-collar,married,1578024,gen-z,2,0
white-collar,married,0,gen_x,1,2
white-collar,married,-3444504,millennials,1,0
white-collar,single,4360776,gen_x,0,1
blue-collar,married,14473704,gen_x,0,2
blue-collar,married,-5395824,millennials,1,2
blue-collar,married,51548784,gen_x,1,2
white-collar,single,1238664,gen_x,1,1
white-collar,married,-13744080,millennials,1,0
white-collar,married,0,millennials,1,0
white-collar,married,2748816,millennials,2,0
white-collar,married,-6583584,gen_x,1,2
blue-collar,married,169680,gen-z,1,2
blue-collar,married,21837816,millennials,1,2
white-collar,married,19326552,gen_x,0,2
white-collar,married,22041432,gen_x,1,2
white-collar,married,3156048,millennials,1,0
white-collar,married,13930728,gen_x,2,2
blue-collar,married,-6889008,millennials,2,2
white-collar,married,0,millennials,0,0
blue-collar,married,39976608,gen_x,1,2
blue-collar,single,15865080,gen_x,0,1
white-collar,single,5735184,millennials,2,0
blue-collar,single,-695688,gen-z,1,1
blue-collar,married,8484000,gen_x,1,2
white-collar,married,32341008,millennials,1,0
blue-collar,single,-6363000,gen-z,1,1
blue-collar,married,2239776,gen_x,0,2
blue-collar,single,-33936,gen_x,0,1
white-collar,married,2341584,gen-z,2,0
white-collar,single,3173016,millennials,1,0
white-collar,married,9637824,gen_x,1,2
white-collar,married,984144,gen_x,1,2
white-collar,married,-2528232,gen_x,1,2
blue-collar,single,-1594992,gen-z,1,1
blue-collar,married,38737944,millennials,1,2
blue-collar,married,11198880,gen_x,1,2
blue-collar,married,1323504,millennials,2,2
others,married,45372432,gen_x,0,2
entrepreneur,married,31543512,millennials,1,0
white-collar,single,0,millennials,1,0
white-collar,married,55281744,gen_x,1,2
white-collar,married,2986368,gen_x,2,2
entrepreneur,married,13252008,gen_x,1,2
white-collar,married,11572176,gen_x,1,2
blue-collar,single,-1764672,millennials,1,1
white-collar,married,3410568,gen_x,1,2
white-collar,married,5820024,gen_x,1,2
white-collar,married,43692600,millennials,1,0
blue-collar,married,4734072,gen_x,1,2
white-collar,single,3817800,gen_x,1,1
blue-collar,single,169680,gen-z,0,1
others,single,-5786088,gen_x,1,1
white-collar,married,-8772456,gen-z,1,0
blue-collar,married,15271200,millennials,2,2
blue-collar,married,11690952,millennials,1,2
white-collar,married,13574400,millennials,1,0
blue-collar,single,3037272,millennials,0,1
white-collar,single,610848,gen-z,0,1
blue-collar,married,1085952,gen-z,2,2
white-collar,married,4208064,gen_x,2,2
blue-collar,married,3834768,gen_x,1,2
white-collar,single,8161608,gen_x,1,1
white-collar,married,-2714880,millennials,1,0
white-collar,single,0,gen_x,1,1
blue-collar,married,16832256,millennials,2,2
white-collar,married,11979408,gen_x,2,2
blue-collar,married,19173840,gen_x,0,2
blue-collar,married,0,gen_x,1,2
white-collar,married,7635600,gen-z,1,0
white-collar,married,29677032,millennials,0,0
blue-collar,married,6668424,millennials,0,2
blue-collar,married,-5701248,gen_x,1,2
others,married,2409456,gen_x,1,2
blue-collar,married,21481488,millennials,1,2
white-collar,married,0,millennials,1,0
white-collar,married,14863968,gen_x,1,2
white-collar,married,-9485112,gen-z,1,0
entrepreneur,married,41334048,millennials,1,0
white-collar,married,9858408,gen-z,2,0
blue-collar,married,-3902640,millennials,1,2
blue-collar,married,101808,millennials,1,2
blue-collar,married,30898728,gen_x,1,2
blue-collar,married,509040,gen_x,1,2
entrepreneur,married,38381616,gen_x,0,2
blue-collar,married,8076768,gen_x,0,2
white-collar,single,10774680,gen-z,1,1
blue-collar,married,-6634488,gen_x,0,2
white-collar,married,3122112,millennials,1,0
white-collar,single,4869816,millennials,1,0
others,married,0,gen_x,0,2
blue-collar,married,118776,gen-z,2,2
blue-collar,married,576912,gen_x,2,2
blue-collar,married,-7058688,gen_x,2,2
white-collar,single,38568264,gen_x,0,1
white-collar,single,1052016,gen-z,0,1
blue-collar,married,1713768,gen_x,0,2
white-collar,single,6617520,millennials,1,0
white-collar,married,140834400,millennials,1,0
white-collar,married,0,gen_x,1,2
white-collar,married,0,gen_x,0,2
white-collar,married,3563280,millennials,0,0
blue-collar,married,15644496,gen_x,1,2
entrepreneur,married,32510688,gen_x,1,2
blue-collar,married,-4038384,gen-z,0,2
entrepreneur,single,1272600,millennials,1,1
white-collar,single,5836992,millennials,0,0
white-collar,married,19343520,millennials,1,0
blue-collar,single,1544088,gen_x,1,1
others,married,1136856,gen_x,0,2
white-collar,married,5226144,gen_x,1,2
blue-collar,single,-3902640,millennials,1,1
white-collar,married,0,millennials,2,0
others,married,38873688,gen_x,1,2
blue-collar,single,22804992,gen_x,1,1
white-collar,married,5548536,millennials,1,0
blue-collar,single,5310984,millennials,1,1
white-collar,married,24026688,gen_x,1,2
white-collar,single,356328,gen_x,1,1
white-collar,single,797496,millennials,1,0
blue-collar,single,4615296,gen_x,1,1
entrepreneur,married,12437544,millennials,1,0
white-collar,married,27522096,gen_x,2,2
white-collar,married,33715416,gen_x,0,2
white-collar,married,-2867592,millennials,0,0
blue-collar,married,3783864,millennials,1,2
blue-collar,married,9790536,millennials,0,2
white-collar,married,6719328,millennials,1,0
blue-collar,married,10112928,millennials,1,2
white-collar,married,49529592,gen-z,1,0
blue-collar,married,0,millennials,1,2
white-collar,single,-5616408,gen_x,1,1
blue-collar,married,26809440,gen_x,1,2
others,single,-407232,gen_x,1,1
white-collar,married,16560768,millennials,1,0
blue-collar,married,2901528,gen_x,1,2
white-collar,married,4072320,millennials,2,0
entrepreneur,married,695688,millennials,0,0
blue-collar,married,39925704,millennials,2,2
white-collar,single,0,gen_x,0,1
white-collar,married,1764672,gen_x,2,2
blue-collar,single,-4937688,gen_x,1,1
blue-collar,married,4751040,gen_x,1,2
white-collar,single,-237552,gen_x,0,1
blue-collar,married,52821384,gen_x,0,2
entrepreneur,married,2477328,millennials,1,0
white-collar,married,-2087064,millennials,1,0
blue-collar,married,13302912,gen_x,1,2
blue-collar,married,-6261192,gen_x,0,2
blue-collar,married,25299288,gen_x,0,2
blue-collar,single,763560,millennials,2,1
white-collar,married,13285944,gen_x,1,2
white-collar,single,0,gen_x,0,1
blue-collar,single,-1289568,gen_x,1,1
blue-collar,single,7075656,millennials,1,1
blue-collar,married,14507640,millennials,1,2
white-collar,married,114347352,gen_x,1,2
white-collar,married,4208064,gen_x,1,2
white-collar,married,33936,millennials,1,0
white-collar,married,1442280,gen_x,0,2
blue-collar,married,26113752,millennials,1,2
white-collar,married,5548536,gen_x,1,2
blue-collar,married,0,millennials,1,2
white-collar,married,10638936,gen-z,1,0
blue-collar,single,0,gen-z,1,1
white-collar,married,2647008,gen_x,1,2
white-collar,married,51175488,gen_x,1,2
white-collar,single,2460360,gen_x,0,1
white-collar,married,13710144,gen_x,0,2
white-collar,married,2443392,gen_x,2,2
white-collar,married,14100408,gen_x,1,2
white-collar,married,0,gen_x,1,2
white-collar,married,4428648,gen_x,0,2
white-collar,married,10842552,gen-z,1,0
others,married,1815576,gen_x,0,2
blue-collar,married,1442280,gen-z,1,2
blue-collar,married,0,millennials,1,2
others,single,6922944,gen_x,0,1
blue-collar,married,-1730736,millennials,1,2
white-collar,married,3206952,gen_x,1,2
white-collar,single,4751040,gen_x,0,1
white-collar,married,848400,gen_x,1,2
white-collar,married,0,millennials,0,0
white-collar,married,0,millennials,0,0
entrepreneur,married,0,millennials,1,0
blue-collar,married,-3240888,gen-z,1,2
white-collar,married,21651168,gen_x,1,2
blue-collar,married,1459248,gen_x,1,2
white-collar,single,0,millennials,1,0
white-collar,married,-16968,gen_x,0,2
white-collar,single,526008,millennials,1,0
blue-collar,single,0,gen_x,0,1
blue-collar,single,5633376,gen-z,0,1
white-collar,married,4734072,gen_x,1,2
white-collar,married,-7482888,gen_x,1,2
white-collar,single,30203040,millennials,0,0
others,single,407232,gen_x,1,1
white-collar,married,0,gen_x,0,2
blue-collar,married,13201104,gen_x,0,2
others,married,8857296,gen_x,1,2
others,single,5226144,gen_x,1,1
blue-collar,married,18121824,millennials,1,2
white-collar,married,22533504,millennials,1,0
white-collar,single,-1866480,millennials,0,0
white-collar,single,2765784,gen_x,1,1
white-collar,single,20293728,gen_x,1,1
white-collar,married,0,millennials,0,0
blue-collar,married,37855608,gen_x,1,2
white-collar,single,0,millennials,1,0
white-collar,single,2002224,gen_x,0,1
blue-collar,married,576912,millennials,1,2
blue-collar,married,15406944,millennials,2,2
white-collar,single,0,gen_x,1,1
blue-collar,single,2714880,millennials,0,1
white-collar,married,0,millennials,0,0
white-collar,single,-38720976,gen_x,2,1
white-collar,single,9043944,gen_x,1,1
white-collar,married,1645896,gen-z,1,0
blue-collar,married,0,millennials,1,2
blue-collar,single,0,millennials,0,1
blue-collar,married,5955768,millennials,1,2
white-collar,married,12963552,gen_x,1,2
white-collar,married,9179688,gen_x,2,2
white-collar,married,40825008,gen_x,1,2
blue-collar,single,10435320,gen_x,0,1
white-collar,married,5938800,millennials,1,0
white-collar,single,0,millennials,2,0
white-collar,single,6939912,gen_x,1,1
white-collar,single,-1289568,gen-z,1,1
blue-collar,married,-2748816,gen_x,1,2
white-collar,married,-4869816,gen-z,1,0
blue-collar,single,4106256,gen_x,1,1
white-collar,married,5175240,gen_x,1,2
blue-collar,married,31815000,gen_x,1,2
entrepreneur,married,3461472,gen_x,0,2
white-collar,married,0,gen_x,1,2
white-collar,married,2596104,millennials,1,0
white-collar,married,19903464,millennials,1,0
others,married,33715416,gen_x,0,2
white-collar,single,7092624,millennials,1,0
white-collar,married,33936,gen_x,2,2
blue-collar,married,12590256,gen_x,2,2
white-collar,single,-5175240,gen_x,1,1
white-collar,married,0,millennials,1,0
white-collar,married,0,millennials,0,0
white-collar,married,127633296,millennials,1,0
blue-collar,married,73369632,millennials,1,2
white-collar,married,-1527120,millennials,0,0
white-collar,single,-4225032,gen_x,1,1
white-collar,single,-6889008,gen_x,1,1
blue-collar,married,26809440,millennials,1,2
blue-collar,married,8450064,millennials,1,2
blue-collar,married,2409456,millennials,1,2
entrepreneur,married,62085912,gen_x,0,2
white-collar,single,865368,millennials,0,0
white-collar,married,0,millennials,1,0
blue-collar,married,0,millennials,1,2
blue-collar,married,0,gen_x,1,2
blue-collar,married,3783864,millennials,1,2
white-collar,married,390264,millennials,0,0
blue-collar,single,-10537128,gen_x,1,1
blue-collar,married,3580248,gen_x,1,2
blue-collar,single,3122112,gen-z,0,1
blue-collar,married,-2171904,millennials,1,2
white-collar,married,3461472,gen_x,1,2
white-collar,married,0,millennials,1,0
blue-collar,single,4462584,millennials,1,1
white-collar,married,4649232,gen_x,0,2
white-collar,married,18902352,millennials,1,0
white-collar,married,678720,millennials,1,0
